fe7d82b7-2215-4d96-af61-533d9670e968;1/01/0001;1/01/0001;020f40c9-6354-4a33-b9db-38498b3bfd3d,ddb4fc0c-8871-4e60-80af-7d1545d7aa27,eb126d5a-f463-4bd1-8429-5886099746bb,55c9ddbf-e0d1-46a1-bba0-a9db33b84c3d,d42f31df-21eb-40bd-9b07-96f9491f1944,f7220ba0-0f91-4583-8783-6c949c5f1c95,4e0fa335-b402-4878-bdde-1fa9e51408bb;;;Uitvaart;
fe8cced0-3a85-4eaa-b27a-967cd5e75547;1/01/0001;1/01/0001;e2402c51-6eec-3019-61c8-000000001095;;Sophie straat zingt  levensliederen, die blijven plakken, met thema's zoals woningnood, racisme en seksisme.;Sophie Straat (NL);
fe8dc7c0-d4e0-4f88-9fed-6bbf501064eb;1/01/0001;1/01/0001;e330ac9d-0108-cdbb-6c6c-000000002850;;Disco, Dance, Pop op energieke en strakke performance.;Dhont & The Hitmen;
fea6c7a9-b1c9-b9cf-3f57-000000001248;24/07/2022;25/07/2022;;59bb29e9-8312-473e-aec8-51bd833bcf51;Print de gratis wandelgids via www.snorvzw.be/ottermaleuteis en beleef een fijne tijd in Gent. Deze 5 km lange tocht brengt je doorheen het historisch stadscentrum. Ze begint en eindigt op de Kouter. Veel plezier! Linda en Jan;Ottermaleuteis, een fijne belevingstocht in Gent;0
feacd328-c0ee-2f1d-2dce-000000004488;18/07/2022;18/07/2022;;2fc32c50-e865-4526-a92d-ba78f6643e27;Een heel visuele en verrassend muzikale voorstelling voor de kleinsten.  Een jongen helemaal alleen in een groot maar zacht bos. Hij is op zoek naar zijn verloren bal. Maar die vindt hij niet onmiddellijk. Hij vindt wel een wegwijsbij en dansende eenden. En wie woont daar in de boom, naast die lieve spin? Hij ontdekt hoe sprinkhanen leren springen en hij komt te weten dat muggen kleuren kunnen mengen. Maar of hij ooit zijn bal nog terug vindt? Om dat te weten te komen, moet je beslist komen kijken!;Zoemkwaakkriebeltjes - Theater Hutsepot;11

